11-111-1,07/31/2013 23:00:00,0.00,124.2,125.4,-0.003
11-111-1,07/31/2013 22:00:00,0.00,124.2,125.2,-0.003
11-111-1,07/31/2013 21:00:00,0.00,124.1,125.3,-0.003
11-111-1,07/31/2013 20:00:00,0.00,123.2,124.7,-0.006
11-111-1,07/31/2013 19:00:00,0.00,123.1,124.9,-0.060
11-111-1,07/31/2013 18:00:00,-0.08,122.8,123.8,-1.162
11-111-1,07/31/2013 17:00:00,-0.19,122.4,123.0,-2.652
11-111-1,07/31/2013 16:00:00,-0.20,122.8,123.6,-2.805
11-111-1,07/31/2013 15:00:00,-0.11,122.4,123.7,-1.571
11-111-1,07/31/2013 14:00:00,-0.35,123.0,124.4,-4.721
11-111-1,07/31/2013 13:00:00,-0.43,123.9,125.2,-5.743
11-111-1,07/31/2013 12:00:00,-0.45,123.5,124.2,-5.971
11-111-1,07/31/2013 11:00:00,-0.42,123.4,124.7,-5.605
11-111-1,07/31/2013 10:00:00,-0.37,123.9,125.0,-4.941
11-111-1,07/31/2013 09:00:00,-0.29,124.4,125.3,-3.924
11-111-1,07/31/2013 08:00:00,-0.17,123.7,125.5,-2.353
11-111-1,07/31/2013 07:00:00,-0.03,123.7,124.8,-0.480
11-111-1,07/31/2013 06:00:00,0.00,124.6,125.1,-0.116
11-111-1,07/31/2013 05:00:00,0.00,124.6,125.9,-0.003
11-111-1,07/31/2013 04:00:00,0.00,125.5,125.8,-0.003
11-111-1,07/31/2013 03:00:00,0.00,125.3,125.7,-0.003
11-111-1,07/31/2013 02:00:00,0.00,125.2,125.7,-0.003
11-111-1,07/31/2013 01:00:00,0.00,124.5,125.3,-0.003
11-111-1,07/31/2013 00:00:00,0.00,124.4,124.9,-0.003
11-111-1,07/30/2013 23:00:00,0.00,124.7,125.5,-0.003
11-111-1,07/30/2013 22:00:00,0.00,124.2,125.2,-0.003
11-111-1,07/30/2013 21:00:00,0.00,123.9,125.2,-0.003
11-111-1,07/30/2013 20:00:00,0.00,124.6,125.2,-0.006
11-111-1,07/30/2013 19:00:00,0.00,123.9,125.4,-0.113
11-111-1,07/30/2013 18:00:00,-0.01,123.7,124.7,-0.280
11-111-1,07/30/2013 17:00:00,-0.18,122.6,123.7,-2.495
11-111-1,07/30/2013 16:00:00,-0.30,123.0,124.1,-4.029
11-111-1,07/30/2013 15:00:00,-0.38,123.3,123.7,-5.042
11-111-1,07/30/2013 14:00:00,-0.43,123.5,124.5,-5.697
11-111-1,07/30/2013 13:00:00,-0.45,123.8,124.5,-6.029
11-111-1,07/30/2013 12:00:00,-0.45,123.5,124.7,-5.977
11-111-1,07/30/2013 11:00:00,-0.42,123.9,125.3,-5.646
11-111-1,07/30/2013 10:00:00,-0.37,124.1,124.9,-4.980
11-111-1,07/30/2013 09:00:00,-0.29,123.8,124.9,-3.937
11-111-1,07/30/2013 08:00:00,-0.18,123.9,124.4,-2.415
11-111-1,07/30/2013 07:00:00,-0.03,123.8,124.7,-0.556
11-111-1,07/30/2013 06:00:00,0.00,124.1,124.6,-0.084
11-111-1,07/30/2013 05:00:00,0.00,124.5,124.9,-0.003
11-111-1,07/30/2013 04:00:00,0.00,124.8,125.1,-0.003
11-111-1,07/30/2013 03:00:00,0.00,124.8,125.1,-0.003
11-111-1,07/30/2013 02:00:00,0.00,124.7,125.7,-0.003
11-111-1,07/30/2013 01:00:00,0.00,125.2,125.6,-0.003
11-111-1,07/30/2013 00:00:00,0.00,124.9,125.5,-0.003
11-111-1,07/29/2013 23:00:00,0.00,124.8,125.6,-0.003
11-111-1,07/29/2013 22:00:00,0.00,124.2,125.4,-0.003
11-111-1,07/29/2013 21:00:00,0.00,124.3,125.3,-0.003
