33-333-3,07/31/2013 23:00:00,0.00,124.2,125.4,-0.003
33-333-3,07/31/2013 22:00:00,0.00,124.2,125.2,-0.003
33-333-3,07/31/2013 21:00:00,0.00,124.1,125.3,-0.003
33-333-3,07/31/2013 20:00:00,0.00,123.2,124.7,-0.006
33-333-3,07/31/2013 19:00:00,0.00,123.1,124.9,-0.060
33-333-3,07/31/2013 18:00:00,-0.08,122.8,123.8,-1.162
33-333-3,07/31/2013 17:00:00,-0.19,122.4,123.0,-2.652
33-333-3,07/31/2013 16:00:00,-0.20,122.8,123.6,-2.805
33-333-3,07/31/2013 15:00:00,-0.11,122.4,123.7,-1.571
33-333-3,07/31/2013 14:00:00,-0.35,123.0,124.4,-4.721
33-333-3,07/31/2013 13:00:00,-0.43,123.9,125.2,-5.743
33-333-3,07/31/2013 12:00:00,-0.45,123.5,124.2,-5.971
33-333-3,07/31/2013 11:00:00,-0.42,123.4,124.7,-5.605
33-333-3,07/31/2013 10:00:00,-0.37,123.9,125.0,-4.941
33-333-3,07/31/2013 09:00:00,-0.29,124.4,125.3,-3.924
33-333-3,07/31/2013 08:00:00,-0.17,123.7,125.5,-2.353
33-333-3,07/31/2013 07:00:00,-0.03,123.7,124.8,-0.480
33-333-3,07/31/2013 06:00:00,0.00,124.6,125.1,-0.116
33-333-3,07/31/2013 05:00:00,0.00,124.6,125.9,-0.003
33-333-3,07/31/2013 04:00:00,0.00,125.5,125.8,-0.003
33-333-3,07/31/2013 03:00:00,0.00,125.3,125.7,-0.003
33-333-3,07/31/2013 02:00:00,0.00,125.2,125.7,-0.003
33-333-3,07/31/2013 01:00:00,0.00,124.5,125.3,-0.003
33-333-3,07/31/2013 00:00:00,0.00,124.4,124.9,-0.003
33-333-3,07/30/2013 23:00:00,0.00,124.7,125.5,-0.003
33-333-3,07/30/2013 22:00:00,0.00,124.2,125.2,-0.003
33-333-3,07/30/2013 21:00:00,0.00,123.9,125.2,-0.003
33-333-3,07/30/2013 20:00:00,0.00,124.6,125.2,-0.006
33-333-3,07/30/2013 19:00:00,0.00,123.9,125.4,-0.113
33-333-3,07/30/2013 18:00:00,-0.01,123.7,124.7,-0.280
33-333-3,07/30/2013 17:00:00,-0.18,122.6,123.7,-2.495
33-333-3,07/30/2013 16:00:00,-0.30,123.0,124.1,-4.029
33-333-3,07/30/2013 15:00:00,-0.38,123.3,123.7,-5.042
33-333-3,07/30/2013 14:00:00,-0.43,123.5,124.5,-5.697
33-333-3,07/30/2013 13:00:00,-0.45,123.8,124.5,-6.029
33-333-3,07/30/2013 12:00:00,-0.45,123.5,124.7,-5.977
33-333-3,07/30/2013 11:00:00,-0.42,123.9,125.3,-5.646
33-333-3,07/30/2013 10:00:00,-0.37,124.1,124.9,-4.980
33-333-3,07/30/2013 09:00:00,-0.29,123.8,124.9,-3.937
33-333-3,07/30/2013 08:00:00,-0.18,123.9,124.4,-2.415
33-333-3,07/30/2013 07:00:00,-0.03,123.8,124.7,-0.556
33-333-3,07/30/2013 06:00:00,0.00,124.1,124.6,-0.084
33-333-3,07/30/2013 05:00:00,0.00,124.5,124.9,-0.003
33-333-3,07/30/2013 04:00:00,0.00,124.8,125.1,-0.003
33-333-3,07/30/2013 03:00:00,0.00,124.8,125.1,-0.003
33-333-3,07/30/2013 02:00:00,0.00,124.7,125.7,-0.003
33-333-3,07/30/2013 01:00:00,0.00,125.2,125.6,-0.003
33-333-3,07/30/2013 00:00:00,0.00,124.9,125.5,-0.003
33-333-3,07/29/2013 23:00:00,0.00,124.8,125.6,-0.003
33-333-3,07/29/2013 22:00:00,0.00,124.2,125.4,-0.003
33-333-3,07/29/2013 21:00:00,0.00,124.3,125.3,-0.003
33-333-3,07/29/2013 20:00:00,0.00,124.2,124.7,-0.003
33-333-3,07/29/2013 19:00:00,0.00,123.9,124.8,-0.129
33-333-3,07/29/2013 18:00:00,-0.05,123.8,124.7,-0.814
33-333-3,07/29/2013 17:00:00,-0.07,123.9,124.3,-0.999
33-333-3,07/29/2013 16:00:00,-0.20,124.1,125.1,-2.807
33-333-3,07/29/2013 15:00:00,-0.10,123.9,124.5,-1.457
33-333-3,07/29/2013 14:00:00,-0.11,124.0,124.5,-1.631
33-333-3,07/29/2013 13:00:00,-0.09,123.7,124.5,-1.302
33-333-3,07/29/2013 12:00:00,-0.15,123.6,124.7,-2.053
33-333-3,07/29/2013 11:00:00,-0.22,123.5,124.4,-2.983
33-333-3,07/29/2013 10:00:00,-0.23,123.5,124.5,-3.166
33-333-3,07/29/2013 09:00:00,-0.12,124.0,124.6,-1.687
33-333-3,07/29/2013 08:00:00,-0.06,124.5,124.7,-0.972
33-333-3,07/29/2013 07:00:00,-0.03,124.5,124.9,-0.536
33-333-3,07/29/2013 06:00:00,-0.01,124.6,125.1,-0.249
33-333-3,07/29/2013 05:00:00,0.00,125.1,125.4,-0.003
33-333-3,07/29/2013 04:00:00,0.00,125.2,125.5,-0.003
33-333-3,07/29/2013 03:00:00,0.00,125.3,125.5,-0.003
33-333-3,07/29/2013 02:00:00,0.00,125.2,125.5,-0.003
33-333-3,07/29/2013 01:00:00,0.00,124.9,125.2,-0.003
33-333-3,07/29/2013 00:00:00,0.00,124.9,125.5,-0.003
33-333-3,07/28/2013 23:00:00,0.00,124.5,125.5,-0.003
33-333-3,07/28/2013 22:00:00,0.00,123.8,125.3,-0.003
33-333-3,07/28/2013 21:00:00,0.00,123.5,124.3,-0.003
33-333-3,07/28/2013 20:00:00,0.00,123.2,124.0,-0.003
33-333-3,07/28/2013 19:00:00,-0.01,123.2,124.0,-0.263
33-333-3,07/28/2013 18:00:00,-0.08,122.7,123.7,-1.117
33-333-3,07/28/2013 17:00:00,-0.19,122.9,123.8,-2.563
33-333-3,07/28/2013 16:00:00,-0.13,123.1,123.8,-1.791
33-333-3,07/28/2013 15:00:00,-0.19,123.5,124.1,-2.551
33-333-3,07/28/2013 14:00:00,-0.23,123.1,124.1,-3.071
33-333-3,07/28/2013 13:00:00,-0.30,123.3,124.3,-4.076
33-333-3,07/28/2013 12:00:00,-0.22,123.3,124.6,-3.064
33-333-3,07/28/2013 11:00:00,-0.14,123.9,124.7,-1.950
